Reporting Area,MMWR Year,MMWR Week,"Salmonella Paratyphi infection§, Current week","Salmonella Paratyphi infection§, Current week, flag","Salmonella Paratyphi infection§, Previous 52 weeks Max†","Salmonella Paratyphi infection§, Previous 52 weeks Max†, flag","Salmonella Paratyphi infection§, Cum 2019†","Salmonella Paratyphi infection§, Cum 2019†, flag","Salmonella Paratyphi infection§, Cum 2018†","Salmonella Paratyphi infection§, Cum 2018†, flag","Salmonella Typhi infection¶, Current week","Salmonella Typhi infection¶, Current week, flag","Salmonella Typhi infection¶,Previous 52 weeks Max†","Salmonella Typhi infection¶,Previous 52 weeks Max†, flag","Salmonella Typhi infection, Cum 2019†","Salmonella Typhi infection, Cum 2019†, flag","Salmonella Typhi infection, Cum 2018†","Salmonella Typhi infection, Cum 2018†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2018†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**, Cum 2018†, flag",Location 1,Location 2
NORTH CAROLINA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,73,,,NN,"NORTH CAROLINA
(35.52603, -79.130883)",
NEW YORK,2019,18,,-,,NC,1,,,NN,,-,,NC,11,,,NN,30,,,NC,351,,,NN,"NEW YORK
(42.921241, -75.59655)",
MICHIGAN,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.874798, -85.730977)",
UTAH,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,77,,,NN,"UTAH
(39.323779, -111.678222)",
SOUTH CAROLINA,2019,18,,-,,NC,,-,,NN,1,,,NC,1,,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(33.878572, -80.864614)",
GUAM,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
U.S. VIRGIN ISLANDS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
KANSAS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.484729, -98.38018)",
GEORGIA,2019,18,,-,,NC,5,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.638481, -83.426574)",
SOUTH DAKOTA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,39,,,NN,"SOUTH DAKOTA
(44.43614, -100.230491)",
NEVADA,2019,18,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,64,,,NN,"NEVADA
(39.283294, -114.916992)",
NON-US RESIDENTS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
VIRGINIA,2019,18,,-,,NC,4,,,NN,,-,,NC,7,,,NN,13,,,NC,223,,,NN,"VIRGINIA
(37.510861, -78.666382)",
NORTH DAKOTA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.446305, -100.46931)",
US RESIDENTS,2019,18,5,,,NC,30,,,NN,1,,,NC,50,,,NN,162,,,NC,3414,,,NN,,US RESIDENTS
ALABAMA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,4,,,NC,157,,,NN,"ALABAMA
(32.756889, -86.844516)",
TOTAL,2019,18,5,,,NC,30,,,NN,1,,,NC,50,,,NN,162,,,NC,3414,,,NN,,TOTAL
MOUNTAIN,2019,18,,-,,NC,5,,,NN,,-,,NC,7,,,NN,16,,,NC,692,,,NN,,MOUNTAIN
MASSACHUSETTS,2019,18,,-,,NC,2,,,NN,,-,,NC,3,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.151077, -71.481104)",
HAWAII,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,39,,,NN,"HAWAII
(21.361013, -157.854309)",
ALASKA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(63.631126, -151.631889)",
CALIFORNIA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.211164, -119.662127)",
WEST NORTH CENTRAL,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,11,,,NC,277,,,NN,,WEST NORTH CENTRAL
ARIZONA,2019,18,,-,,NC,,-,,NN,,-,,NC,2,,,NN,12,,,NC,225,,,NN,"ARIZONA
(34.293239, -111.664616)",
PUERTO RICO,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
EAST NORTH CENTRAL,2019,18,,-,,NC,1,,,NN,,-,,NC,1,,,NN,35,,,NC,393,,,NN,,EAST NORTH CENTRAL
WISCONSIN,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.639954, -89.732969)",
PENNSYLVANIA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.896694, -77.838886)",
DELAWARE,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(38.994926, -75.452394)",
MARYLAND,2019,18,,-,,NC,2,,,NN,,-,,NC,9,,,NN,11,,,NC,186,,,NN,"MARYLAND
(38.946466, -76.687282)",
MISSISSIPPI,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.713378, -89.65344)",
NEW YORK CITY,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
OKLAHOMA,2019,18,5,,,NC,5,,,NN,,-,,NC,,-,,NN,1,,,NC,1,,,NN,"OKLAHOMA
(35.583449, -97.508297)",
VERMONT,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,7,,,NN,"VERMONT
(44.075252, -72.662695)",
SOUTH ATLANTIC,2019,18,,-,,NC,11,,,NN,1,,,NC,17,,,NN,24,,,NC,487,,,NN,,SOUTH ATLANTIC
KENTUCKY,2019,18,,-,,NC,1,,,NN,,-,,NC,2,,,NN,3,,,NC,65,,,NN,"KENTUCKY
(37.526683, -85.290484)",
COLORADO,2019,18,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,167,,,NN,"COLORADO
(38.998552, -105.547832)",
WEST VIRGINIA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.642579, -80.613729)",
WYOMING,2019,18,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,10,,,NN,"WYOMING
(42.999627, -107.55145)",
DISTRICT OF COLUMBIA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,5,,,NN,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
NEW MEXICO,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,71,,,NN,"NEW MEXICO
(34.421369, -106.108388)",
PACIFIC,2019,18,,-,,NC,2,,,NN,,-,,NC,1,,,NN,6,,,NC,196,,,NN,,PACIFIC
MINNESOTA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.349153, -94.198308)",
TENNESSEE,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,3,,,NC,109,,,NN,"TENNESSEE
(35.842998, -86.343226)",
OREGON,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(43.940449, -120.605279)",
MONTANA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"MONTANA
(47.033521, -109.645127)",
NORTHERN MARIANA ISLANDS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NEW ENGLAND,2019,18,,-,,NC,3,,,NN,,-,,NC,7,,,NN,3,,,NC,206,,,NN,,NEW ENGLAND
NEBRASKA,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,3,,,NC,33,,,NN,"NEBRASKA
(41.527099, -99.810595)",
RHODE ISLAND,2019,18,,-,,NC,1,,,NN,,-,,NC,,-,,NN,1,,,NC,25,,,NN,"RHODE ISLAND
(41.572574, -71.534637)",
NEW HAMPSHIRE,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,42,,,NN,"NEW HAMPSHIRE
(43.680429, -71.57139)",
US TERRITORIES,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
MIDDLE ATLANTIC,2019,18,,-,,NC,1,,,NN,,-,,NC,11,,,NN,30,,,NC,351,,,NN,,MIDDLE ATLANTIC
WASHINGTON,2019,18,,-,,NC,2,,,NN,,-,,NC,,-,,NN,6,,,NC,157,,,NN,"WASHINGTON
(47.411715, -120.592492)",
INDIANA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.919991, -86.2818)",
CONNECTICUT,2019,18,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,109,,,NN,"CONNECTICUT
(41.575155, -72.738288)",
IDAHO,2019,18,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,55,,,NN,"IDAHO
(44.389073, -114.659366)",
ILLINOIS,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.124144, -89.148632)",
IOWA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.074659, -93.500061)",
AMERICAN SAMOA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
LOUISIANA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,12,,,NC,128,,,NN,"LOUISIANA
(30.921314, -91.840238)",
TEXAS,2019,18,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,321,,,NN,"TEXAS
(31.447238, -99.317341)",
WEST SOUTH CENTRAL,2019,18,5,,,NC,6,,,NN,,-,,NC,2,,,NN,27,,,NC,481,,,NN,,WEST SOUTH CENTRAL
FLORIDA,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.260731, -82.420978)",
NEW JERSEY,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.110253, -74.655514)",
MAINE,2019,18,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,23,,,NN,"MAINE
(45.117911, -69.06137)",
MISSOURI,2019,18,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,205,,,NN,"MISSOURI
(38.3675, -92.477244)",
OHIO,2019,18,,-,,NC,1,,,NN,,-,,NC,1,,,NN,35,,,NC,393,,,NN,"OHIO
(40.415534, -82.70936)",
PACIFIC,2019,19,,-,,NC,2,,,NN,,-,,NC,1,,,NN,4,,,NC,212,,,NN,,PACIFIC
MIDDLE ATLANTIC,2019,19,,-,,NC,3,,,NN,,-,,NC,11,,,NN,39,,,NC,389,,,NN,,MIDDLE ATLANTIC
WEST VIRGINIA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,1,,,NN,"WEST VIRGINIA
(38.642579, -80.613729)",
INDIANA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.919991, -86.2818)",
MASSACHUSETTS,2019,19,,-,,NC,2,,,NN,,-,,NC,3,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.151077, -71.481104)",
NORTH CAROLINA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,143,,,NN,"NORTH CAROLINA
(35.52603, -79.130883)",
WYOMING,2019,19,,-,,NC,2,,,NN,,-,,NC,,-,,NN,,-,,NC,10,,,NN,"WYOMING
(42.999627, -107.55145)",
NORTHERN MARIANA ISLANDS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
WASHINGTON,2019,19,,-,,NC,2,,,NN,,-,,NC,,-,,NN,4,,,NC,171,,,NN,"WASHINGTON
(47.411715, -120.592492)",
GEORGIA,2019,19,,-,,NC,4,,,NN,,-,,NC,,-,,NN,7,,,NC,122,,,NN,"GEORGIA
(32.638481, -83.426574)",
NEVADA,2019,19,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,67,,,NN,"NEVADA
(39.283294, -114.916992)",
OHIO,2019,19,,-,,NC,1,,,NN,,-,,NC,1,,,NN,38,,,NC,430,,,NN,"OHIO
(40.415534, -82.70936)",
ARKANSAS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,34,,,NN,"ARKANSAS
(34.899825, -92.439162)",
HAWAII,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,41,,,NN,"HAWAII
(21.361013, -157.854309)",
ILLINOIS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.124144, -89.148632)",
UTAH,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,84,,,NN,"UTAH
(39.323779, -111.678222)",
OREGON,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(43.940449, -120.605279)",
MOUNTAIN,2019,19,,-,,NC,5,,,NN,,-,,NC,7,,,NN,15,,,NC,740,,,NN,,MOUNTAIN
VERMONT,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,10,,,NN,"VERMONT
(44.075252, -72.662695)",
TENNESSEE,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,119,,,NN,"TENNESSEE
(35.842998, -86.343226)",
NEW JERSEY,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.110253, -74.655514)",
WEST SOUTH CENTRAL,2019,19,,-,,NC,1,,,NN,,-,,NC,2,,,NN,18,,,NC,552,,,NN,,WEST SOUTH CENTRAL
IOWA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,8,,,NC,54,,,NN,"IOWA
(42.074659, -93.500061)",
LOUISIANA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,128,,,NN,"LOUISIANA
(30.921314, -91.840238)",
NEW YORK,2019,19,,-,,NC,3,,,NN,,-,,NC,11,,,NN,39,,,NC,389,,,NN,"NEW YORK
(42.921241, -75.59655)",
NEW MEXICO,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,76,,,NN,"NEW MEXICO
(34.421369, -106.108388)",
MARYLAND,2019,19,,-,,NC,2,,,NN,,-,,NC,9,,,NN,7,,,NC,195,,,NN,"MARYLAND
(38.946466, -76.687282)",
AMERICAN SAMOA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
VIRGINIA,2019,19,1,,,NC,5,,,NN,1,,,NC,8,,,NN,13,,,NC,244,,,NN,"VIRGINIA
(37.510861, -78.666382)",
SOUTH CAROLINA,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(33.878572, -80.864614)",
EAST SOUTH CENTRAL,2019,19,,-,,NC,1,,,NN,,-,,NC,3,,,NN,6,,,NC,368,,,NN,,EAST SOUTH CENTRAL
PENNSYLVANIA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.896694, -77.838886)",
FLORIDA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.260731, -82.420978)",
ALASKA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(63.631126, -151.631889)",
US TERRITORIES,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
IDAHO,2019,19,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,58,,,NN,"IDAHO
(44.389073, -114.659366)",
NEBRASKA,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,39,,,NN,"NEBRASKA
(41.527099, -99.810595)",
MAINE,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,23,,,NN,"MAINE
(45.117911, -69.06137)",
TEXAS,2019,19,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,321,,,NN,"TEXAS
(31.447238, -99.317341)",
NEW HAMPSHIRE,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,45,,,NN,"NEW HAMPSHIRE
(43.680429, -71.57139)",
NON-US RESIDENTS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
SOUTH DAKOTA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,39,,,NN,"SOUTH DAKOTA
(44.43614, -100.230491)",
COLORADO,2019,19,,-,,NC,1,,,NN,,-,,NC,2,,,NN,2,,,NC,187,,,NN,"COLORADO
(38.998552, -105.547832)",
U.S. VIRGIN ISLANDS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
WEST NORTH CENTRAL,2019,19,,-,,NC,,-,,NN,,-,,NC,1,,,NN,19,,,NC,364,,,NN,,WEST NORTH CENTRAL
KANSAS,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.484729, -98.38018)",
MISSISSIPPI,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.713378, -89.65344)",
DISTRICT OF COLUMBIA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,6,,,NN,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
DELAWARE,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(38.994926, -75.452394)",
MONTANA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"MONTANA
(47.033521, -109.645127)",
PUERTO RICO,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,15,,,NC,69,,,NN,"OKLAHOMA
(35.583449, -97.508297)",
GUAM,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
ALABAMA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,173,,,NN,"ALABAMA
(32.756889, -86.844516)",
NEW ENGLAND,2019,19,,-,,NC,3,,,NN,,-,,NC,7,,,NN,3,,,NC,228,,,NN,,NEW ENGLAND
ARIZONA,2019,19,,-,,NC,,-,,NN,,-,,NC,2,,,NN,6,,,NC,235,,,NN,"ARIZONA
(34.293239, -111.664616)",
MISSOURI,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,215,,,NN,"MISSOURI
(38.3675, -92.477244)",
SOUTH ATLANTIC,2019,19,1,,,NC,11,,,NN,1,,,NC,18,,,NN,27,,,NC,711,,,NN,,SOUTH ATLANTIC
TOTAL,2019,19,1,,,NC,27,,,NN,1,,,NC,51,,,NN,169,,,NC,3994,,,NN,,TOTAL
EAST NORTH CENTRAL,2019,19,,-,,NC,1,,,NN,,-,,NC,1,,,NN,38,,,NC,430,,,NN,,EAST NORTH CENTRAL
WISCONSIN,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.639954, -89.732969)",
KENTUCKY,2019,19,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,76,,,NN,"KENTUCKY
(37.526683, -85.290484)",
US RESIDENTS,2019,19,1,,,NC,27,,,NN,1,,,NC,51,,,NN,169,,,NC,3994,,,NN,,US RESIDENTS
NEW YORK CITY,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
RHODE ISLAND,2019,19,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,29,,,NN,"RHODE ISLAND
(41.572574, -71.534637)",
MINNESOTA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.349153, -94.198308)",
NORTH DAKOTA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,17,,,NN,"NORTH DAKOTA
(47.446305, -100.46931)",
MICHIGAN,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.874798, -85.730977)",
CONNECTICUT,2019,19,,-,,NC,,-,,NN,,-,,NC,3,,,NN,2,,,NC,121,,,NN,"CONNECTICUT
(41.575155, -72.738288)",
CALIFORNIA,2019,19,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.211164, -119.662127)",
DISTRICT OF COLUMBIA,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,6,,,NN,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",
VERMONT,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,5,,,NC,16,,,NN,"VERMONT
(44.075252, -72.662695)",
VIRGINIA,2019,20,,-,,NC,6,,,NN,,-,,NC,9,,,NN,7,,,NC,265,,,NN,"VIRGINIA
(37.510861, -78.666382)",
EAST SOUTH CENTRAL,2019,20,,-,,NC,1,,,NN,,-,,NC,3,,,NN,19,,,NC,426,,,NN,,EAST SOUTH CENTRAL
MIDDLE ATLANTIC,2019,20,,-,,NC,2,,,NN,1,,,NC,12,,,NN,31,,,NC,420,,,NN,,MIDDLE ATLANTIC
NEW YORK CITY,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
PENNSYLVANIA,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.896694, -77.838886)",
GUAM,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,14,,,NC,83,,,NN,"OKLAHOMA
(35.583449, -97.508297)",
US RESIDENTS,2019,20,,-,,NC,27,,,NN,3,,,NC,62,,,NN,200,,,NC,4368,,,NN,,US RESIDENTS
SOUTH CAROLINA,2019,20,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(33.878572, -80.864614)",
MASSACHUSETTS,2019,20,,-,,NC,2,,,NN,,-,,NC,3,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.151077, -71.481104)",
PUERTO RICO,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2019,20,,-,,NC,1,,,NN,1,,,NC,4,,,NN,2,,,NC,197,,,NN,"COLORADO
(38.998552, -105.547832)",
NEW ENGLAND,2019,20,,-,,NC,3,,,NN,,-,,NC,11,,,NN,7,,,NC,246,,,NN,,NEW ENGLAND
KENTUCKY,2019,20,,-,,NC,1,,,NN,,-,,NC,2,,,NN,9,,,NC,94,,,NN,"KENTUCKY
(37.526683, -85.290484)",
KANSAS,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.484729, -98.38018)",
U.S. VIRGIN ISLANDS,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
NEW JERSEY,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.110253, -74.655514)",
UTAH,2019,20,,-,,NC,,-,,NN,,-,,NC,1,,,NN,1,,,NC,82,,,NN,"UTAH
(39.323779, -111.678222)",
WASHINGTON,2019,20,,-,,NC,2,,,NN,,-,,NC,,-,,NN,2,,,NC,179,,,NN,"WASHINGTON
(47.411715, -120.592492)",
CALIFORNIA,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.211164, -119.662127)",
MARYLAND,2019,20,,-,,NC,2,,,NN,1,,,NC,10,,,NN,13,,,NC,209,,,NN,"MARYLAND
(38.946466, -76.687282)",
US TERRITORIES,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
MISSOURI,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,15,,,NC,233,,,NN,"MISSOURI
(38.3675, -92.477244)",
PACIFIC,2019,20,,-,,NC,2,,,NN,,-,,NC,1,,,NN,2,,,NC,222,,,NN,,PACIFIC
GEORGIA,2019,20,,-,,NC,4,,,NN,,-,,NC,,-,,NN,2,,,NC,139,,,NN,"GEORGIA
(32.638481, -83.426574)",
OHIO,2019,20,,-,,NC,1,,,NN,,-,,NC,2,,,NN,48,,,NC,478,,,NN,"OHIO
(40.415534, -82.70936)",
MOUNTAIN,2019,20,,-,,NC,5,,,NN,1,,,NC,9,,,NN,21,,,NC,795,,,NN,,MOUNTAIN
NEW MEXICO,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,5,,,NC,83,,,NN,"NEW MEXICO
(34.421369, -106.108388)",
CONNECTICUT,2019,20,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,129,,,NN,"CONNECTICUT
(41.575155, -72.738288)",
WEST VIRGINIA,2019,20,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,1,,,NN,"WEST VIRGINIA
(38.642579, -80.613729)",
SOUTH ATLANTIC,2019,20,,-,,NC,12,,,NN,1,,,NC,20,,,NN,22,,,NC,780,,,NN,,SOUTH ATLANTIC
